feature,year,gender,number_of_jobs,median_income
27 to 39 weeks,2017-18,Females,81.765,13616.0
27 to 39 weeks,2018-19,Females,103.931,12676.0
27 to 39 weeks,2019-20,Females,125.932,9964.0
27 to 39 weeks,2020-21,Females,111.283,13854.0
27 to 39 weeks,2021-22,Females,123.523,16553.0
40 to 52 weeks,2017-18,Females,360.905,26287.0
40 to 52 weeks,2018-19,Females,414.637,25756.0
40 to 52 weeks,2019-20,Females,467.177,25159.0
40 to 52 weeks,2020-21,Females,446.766,31652.0
40 to 52 weeks,2021-22,Females,455.885,34497.0
1 to 13 weeks,2017-18,Persons,438.624,2692.0
1 to 13 weeks,2018-19,Persons,439.533,2807.0
1 to 13 weeks,2019-20,Persons,359.425,2721.0
1 to 13 weeks,2020-21,Persons,383.982,3012.0
1 to 13 weeks,2021-22,Persons,476.544,3209.0
14 to 26 weeks,2017-18,Persons,273.365,10850.0
14 to 26 weeks,2018-19,Persons,311.389,10213.0
14 to 26 weeks,2019-20,Persons,338.19,8426.0
14 to 26 weeks,2020-21,Persons,300.192,10358.0
14 to 26 weeks,2021-22,Persons,386.434,11537.0
27 to 39 weeks,2017-18,Persons,180.061,15606.0
27 to 39 weeks,2018-19,Persons,226.893,14153.0
27 to 39 weeks,2019-20,Persons,268.117,11368.0
27 to 39 weeks,2020-21,Persons,238.341,15037.0
27 to 39 weeks,2021-22,Persons,258.774,18994.0
40 to 52 weeks,2017-18,Persons,803.357,30805.0
40 to 52 weeks,2018-19,Persons,914.836,29951.0
40 to 52 weeks,2019-20,Persons,1027.298,29149.0
40 to 52 weeks,2020-21,Persons,988.569,35690.0
40 to 52 weeks,2021-22,Persons,987.557,39861.0
1 to 13 weeks,2017-18,Males,7.475,10362.0
1 to 13 weeks,2018-19,Males,7.962,11724.0
1 to 13 weeks,2019-20,Males,4.667,11001.0
1 to 13 weeks,2020-21,Males,5.038,10581.0
1 to 13 weeks,2021-22,Males,6.598,12458.0
14 to 26 weeks,2017-18,Males,6.466,31539.0
14 to 26 weeks,2018-19,Males,7.787,32430.0
14 to 26 weeks,2019-20,Males,7.656,35482.0
14 to 26 weeks,2020-21,Males,4.959,33295.0
14 to 26 weeks,2021-22,Males,6.736,36193.0
27 to 39 weeks,2017-18,Males,5.653,53275.0
27 to 39 weeks,2018-19,Males,6.805,54378.0
27 to 39 weeks,2019-20,Males,6.712,55454.0
27 to 39 weeks,2020-21,Males,4.14,55346.0
27 to 39 weeks,2021-22,Males,4.752,61912.0
40 to 52 weeks,2017-18,Males,33.294,72711.0
40 to 52 weeks,2018-19,Males,41.31,71900.0
40 to 52 weeks,2019-20,Males,46.872,79585.0
40 to 52 weeks,2020-21,Males,40.31,82997.0
40 to 52 weeks,2021-22,Males,31.965,85652.0
1 to 13 weeks,2017-18,Females,5.108,5953.0
1 to 13 weeks,2018-19,Females,5.963,6401.0
1 to 13 weeks,2019-20,Females,4.277,5462.0
1 to 13 weeks,2020-21,Females,4.853,5213.0
1 to 13 weeks,2021-22,Females,5.903,6252.0
14 to 26 weeks,2017-18,Females,4.703,21808.0
14 to 26 weeks,2018-19,Females,5.665,21815.0
14 to 26 weeks,2019-20,Females,5.976,23147.0
14 to 26 weeks,2020-21,Females,4.41,19583.0
14 to 26 weeks,2021-22,Females,5.859,23867.0
27 to 39 weeks,2017-18,Females,3.773,37976.0
27 to 39 weeks,2018-19,Females,4.876,36713.0
27 to 39 weeks,2019-20,Females,4.878,37748.0
27 to 39 weeks,2020-21,Females,3.587,34988.0
27 to 39 weeks,2021-22,Females,3.895,39546.0
40 to 52 weeks,2017-18,Females,17.946,55121.0
40 to 52 weeks,2018-19,Females,22.556,56060.0
40 to 52 weeks,2019-20,Females,26.148,61094.0
40 to 52 weeks,2020-21,Females,22.696,65677.0
40 to 52 weeks,2021-22,Females,19.237,65513.0
1 to 13 weeks,2017-18,Persons,12.586,8408.0
1 to 13 weeks,2018-19,Persons,13.924,9234.0
1 to 13 weeks,2019-20,Persons,8.939,7922.0
1 to 13 weeks,2020-21,Persons,9.894,7640.0
1 to 13 weeks,2021-22,Persons,12.501,9343.0
14 to 26 weeks,2017-18,Persons,11.17,27427.0
14 to 26 weeks,2018-19,Persons,13.446,27763.0
14 to 26 weeks,2019-20,Persons,13.626,29776.0
14 to 26 weeks,2020-21,Persons,9.373,26921.0
14 to 26 weeks,2021-22,Persons,12.596,30124.0
27 to 39 weeks,2017-18,Persons,9.425,46826.0
27 to 39 weeks,2018-19,Persons,11.684,46584.0
27 to 39 weeks,2019-20,Persons,11.59,48688.0
27 to 39 weeks,2020-21,Persons,7.726,45027.0
27 to 39 weeks,2021-22,Persons,8.647,51663.0
40 to 52 weeks,2017-18,Persons,51.234,65001.0
40 to 52 weeks,2018-19,Persons,63.86,65632.0
40 to 52 weeks,2019-20,Persons,73.022,72611.0
40 to 52 weeks,2020-21,Persons,63.01,76212.0
40 to 52 weeks,2021-22,Persons,51.208,77497.0
1 to 13 weeks,2017-18,Males,41.292,1649.0
1 to 13 weeks,2018-19,Males,47.873,1727.0
1 to 13 weeks,2019-20,Males,43.272,1749.0
1 to 13 weeks,2020-21,Males,46.729,2007.0
1 to 13 weeks,2021-22,Males,64.086,2245.0
14 to 26 weeks,2017-18,Males,30.72,5871.0
14 to 26 weeks,2018-19,Males,38.123,5859.0
14 to 26 weeks,2019-20,Males,44.925,4701.0
14 to 26 weeks,2020-21,Males,39.748,6667.0
14 to 26 weeks,2021-22,Males,51.972,7794.0
27 to 39 weeks,2017-18,Males,23.359,10407.0
27 to 39 weeks,2018-19,Males,31.62,10015.0
27 to 39 weeks,2019-20,Males,41.442,8087.0
27 to 39 weeks,2020-21,Males,35.736,10621.0
27 to 39 weeks,2021-22,Males,24.597,12646.0
40 to 52 weeks,2017-18,Males,81.377,14268.0
40 to 52 weeks,2018-19,Males,104.383,15384.0
40 to 52 weeks,2019-20,Males,125.631,15575.0
40 to 52 weeks,2020-21,Males,104.785,18849.0
40 to 52 weeks,2021-22,Males,71.996,19992.0
1 to 13 weeks,2017-18,Females,32.72,1463.0
1 to 13 weeks,2018-19,Females,40.126,1519.0
1 to 13 weeks,2019-20,Females,37.993,1568.0
1 to 13 weeks,2020-21,Females,46.495,1725.0
1 to 13 weeks,2021-22,Females,63.285,1961.0
14 to 26 weeks,2017-18,Females,25.872,5178.0
14 to 26 weeks,2018-19,Females,32.935,5167.0
14 to 26 weeks,2019-20,Females,41.572,3936.0
14 to 26 weeks,2020-21,Females,40.069,5818.0
14 to 26 weeks,2021-22,Females,50.671,6574.0
27 to 39 weeks,2017-18,Females,19.547,9277.0
27 to 39 weeks,2018-19,Females,27.388,8852.0
27 to 39 weeks,2019-20,Females,39.08,6770.0
27 to 39 weeks,2020-21,Females,34.94,9732.0
27 to 39 weeks,2021-22,Females,27.558,11217.0
40 to 52 weeks,2017-18,Females,66.257,11187.0
40 to 52 weeks,2018-19,Females,89.094,12338.0
40 to 52 weeks,2019-20,Females,113.777,12600.0
40 to 52 weeks,2020-21,Females,97.376,16801.0
40 to 52 weeks,2021-22,Females,74.993,17159.0
1 to 13 weeks,2017-18,Persons,74.013,1566.0
1 to 13 weeks,2018-19,Persons,87.996,1624.0
1 to 13 weeks,2019-20,Persons,81.262,1659.0
1 to 13 weeks,2020-21,Persons,93.229,1853.0
1 to 13 weeks,2021-22,Persons,127.378,2099.0
14 to 26 weeks,2017-18,Persons,56.594,5531.0
14 to 26 weeks,2018-19,Persons,71.057,5524.0
14 to 26 weeks,2019-20,Persons,86.492,4328.0
14 to 26 weeks,2020-21,Persons,79.815,6234.0
14 to 26 weeks,2021-22,Persons,102.652,7158.0
27 to 39 weeks,2017-18,Persons,42.9,9895.0
27 to 39 weeks,2018-19,Persons,59.001,9459.0
27 to 39 weeks,2019-20,Persons,80.523,7415.0
27 to 39 weeks,2020-21,Persons,70.686,10169.0
27 to 39 weeks,2021-22,Persons,52.162,11889.0
40 to 52 weeks,2017-18,Persons,147.637,12878.0
40 to 52 weeks,2018-19,Persons,193.474,13959.0
40 to 52 weeks,2019-20,Persons,239.407,14111.0
40 to 52 weeks,2020-21,Persons,202.176,17901.0
40 to 52 weeks,2021-22,Persons,147.004,18522.0
1 to 13 weeks,2017-18,Males,89.838,2408.0
1 to 13 weeks,2018-19,Males,82.434,2584.0
1 to 13 weeks,2019-20,Males,60.426,2710.0
1 to 13 weeks,2020-21,Males,29.087,3315.0
1 to 13 weeks,2021-22,Males,19.527,3523.0
14 to 26 weeks,2017-18,Males,37.883,10724.0
14 to 26 weeks,2018-19,Males,42.966,10084.0
14 to 26 weeks,2019-20,Males,42.202,7695.0
14 to 26 weeks,2020-21,Males,14.868,12013.0
14 to 26 weeks,2021-22,Males,7.403,13083.0
27 to 39 weeks,2017-18,Males,16.646,6405.0
27 to 39 weeks,2018-19,Males,23.169,5846.0
27 to 39 weeks,2019-20,Males,26.518,5464.0
27 to 39 weeks,2020-21,Males,9.607,8059.0
27 to 39 weeks,2021-22,Males,2.681,13225.0
40 to 52 weeks,2017-18,Males,33.93,4558.0
40 to 52 weeks,2018-19,Males,37.709,5210.0
40 to 52 weeks,2019-20,Males,37.18,5833.0
40 to 52 weeks,2020-21,Males,22.215,6883.0
40 to 52 weeks,2021-22,Males,6.816,10922.0
1 to 13 weeks,2017-18,Females,82.606,2303.0
1 to 13 weeks,2018-19,Females,79.874,2443.0
1 to 13 weeks,2019-20,Females,59.479,2459.0
1 to 13 weeks,2020-21,Females,31.527,3049.0
1 to 13 weeks,2021-22,Females,21.417,3069.0
14 to 26 weeks,2017-18,Females,37.762,9711.0
14 to 26 weeks,2018-19,Females,43.718,9130.0
14 to 26 weeks,2019-20,Females,43.669,6919.0
14 to 26 weeks,2020-21,Females,16.457,10982.0
14 to 26 weeks,2021-22,Females,8.108,11584.0
27 to 39 weeks,2017-18,Females,15.768,6595.0
27 to 39 weeks,2018-19,Females,22.083,6259.0
27 to 39 weeks,2019-20,Females,26.903,5657.0
27 to 39 weeks,2020-21,Females,9.645,8739.0
27 to 39 weeks,2021-22,Females,3.392,11764.0
40 to 52 weeks,2017-18,Females,32.92,4256.0
40 to 52 weeks,2018-19,Females,37.686,4937.0
40 to 52 weeks,2019-20,Females,37.9,5639.0
40 to 52 weeks,2020-21,Females,22.018,7355.0
40 to 52 weeks,2021-22,Females,7.745,11498.0
1 to 13 weeks,2017-18,Persons,172.444,2357.0
1 to 13 weeks,2018-19,Persons,162.304,2519.0
1 to 13 weeks,2019-20,Persons,119.907,2579.0
1 to 13 weeks,2020-21,Persons,60.612,3180.0
1 to 13 weeks,2021-22,Persons,40.948,3273.0
14 to 26 weeks,2017-18,Persons,75.645,10151.0
14 to 26 weeks,2018-19,Persons,86.685,9571.0
14 to 26 weeks,2019-20,Persons,85.87,7262.0
14 to 26 weeks,2020-21,Persons,31.324,11412.0
14 to 26 weeks,2021-22,Persons,15.517,12252.0
27 to 39 weeks,2017-18,Persons,32.418,6510.0
27 to 39 weeks,2018-19,Persons,45.252,6053.0
27 to 39 weeks,2019-20,Persons,53.421,5569.0
27 to 39 weeks,2020-21,Persons,19.25,8429.0
27 to 39 weeks,2021-22,Persons,6.072,12477.0
40 to 52 weeks,2017-18,Persons,66.855,4399.0
40 to 52 weeks,2018-19,Persons,75.395,5064.0
40 to 52 weeks,2019-20,Persons,75.079,5728.0
40 to 52 weeks,2020-21,Persons,44.232,7140.0
40 to 52 weeks,2021-22,Persons,14.567,11252.0
1 to 13 weeks,2017-18,Males,5.456,5520.0
1 to 13 weeks,2018-19,Males,5.205,5620.0
1 to 13 weeks,2019-20,Males,3.61,5478.0
1 to 13 weeks,2020-21,Males,8.292,4561.0
1 to 13 weeks,2021-22,Males,14.397,4753.0
14 to 26 weeks,2017-18,Males,4.047,18083.0
14 to 26 weeks,2018-19,Males,4.774,17587.0
14 to 26 weeks,2019-20,Males,5.485,17390.0
14 to 26 weeks,2020-21,Males,5.308,15823.0
14 to 26 weeks,2021-22,Males,9.974,15174.0
27 to 39 weeks,2017-18,Males,2.582,24225.0
27 to 39 weeks,2018-19,Males,3.545,23871.0
27 to 39 weeks,2019-20,Males,4.412,25019.0
27 to 39 weeks,2020-21,Males,3.578,22602.0
27 to 39 weeks,2021-22,Males,8.173,25367.0
40 to 52 weeks,2017-18,Males,11.352,28555.0
40 to 52 weeks,2018-19,Males,14.594,27535.0
40 to 52 weeks,2019-20,Males,16.609,28501.0
40 to 52 weeks,2020-21,Males,17.981,42340.0
40 to 52 weeks,2021-22,Males,25.675,44013.0
1 to 13 weeks,2017-18,Females,1.975,4210.0
1 to 13 weeks,2018-19,Females,2.221,4529.0
1 to 13 weeks,2019-20,Females,1.754,3945.0
1 to 13 weeks,2020-21,Females,5.005,3209.0
1 to 13 weeks,2021-22,Females,10.476,3233.0
14 to 26 weeks,2017-18,Females,1.625,13610.0
14 to 26 weeks,2018-19,Females,2.341,14973.0
14 to 26 weeks,2019-20,Females,2.127,14288.0
14 to 26 weeks,2020-21,Females,3.68,11759.0
14 to 26 weeks,2021-22,Females,7.539,11965.0
27 to 39 weeks,2017-18,Females,1.08,19887.0
27 to 39 weeks,2018-19,Females,1.549,20759.0
27 to 39 weeks,2019-20,Females,1.73,18796.0
27 to 39 weeks,2020-21,Females,2.54,16365.0
27 to 39 weeks,2021-22,Females,5.803,17703.0
40 to 52 weeks,2017-18,Females,5.434,29562.0
40 to 52 weeks,2018-19,Females,6.385,27376.0
40 to 52 weeks,2019-20,Females,7.193,29523.0
40 to 52 weeks,2020-21,Females,10.345,33637.0
40 to 52 weeks,2021-22,Females,17.194,32165.0
1 to 13 weeks,2017-18,Persons,7.43,5178.0
1 to 13 weeks,2018-19,Persons,7.425,5336.0
1 to 13 weeks,2019-20,Persons,5.369,4953.0
1 to 13 weeks,2020-21,Persons,13.299,4011.0
1 to 13 weeks,2021-22,Persons,24.872,4050.0
14 to 26 weeks,2017-18,Persons,5.674,16679.0
14 to 26 weeks,2018-19,Persons,7.113,16700.0
14 to 26 weeks,2019-20,Persons,7.617,16637.0
14 to 26 weeks,2020-21,Persons,8.988,14272.0
14 to 26 weeks,2021-22,Persons,17.519,13933.0
27 to 39 weeks,2017-18,Persons,3.664,23393.0
27 to 39 weeks,2018-19,Persons,5.09,22879.0
27 to 39 weeks,2019-20,Persons,6.139,23563.0
27 to 39 weeks,2020-21,Persons,6.115,20219.0
27 to 39 weeks,2021-22,Persons,13.98,22731.0
40 to 52 weeks,2017-18,Persons,16.789,28871.0
40 to 52 weeks,2018-19,Persons,20.982,27488.0
40 to 52 weeks,2019-20,Persons,23.798,28783.0
40 to 52 weeks,2020-21,Persons,28.326,39364.0
40 to 52 weeks,2021-22,Persons,42.881,40021.0
1 to 13 weeks,2017-18,Males,20.675,3210.0
1 to 13 weeks,2018-19,Males,19.637,3400.0
1 to 13 weeks,2019-20,Males,22.45,3025.0
1 to 13 weeks,2020-21,Males,40.801,3024.0
1 to 13 weeks,2021-22,Males,61.844,3453.0
14 to 26 weeks,2017-18,Males,14.644,13099.0
14 to 26 weeks,2018-19,Males,15.064,12567.0
14 to 26 weeks,2019-20,Males,20.457,9991.0
14 to 26 weeks,2020-21,Males,31.764,10577.0
14 to 26 weeks,2021-22,Males,55.612,12302.0
27 to 39 weeks,2017-18,Males,10.904,20680.0
27 to 39 weeks,2018-19,Males,12.126,18673.0
27 to 39 weeks,2019-20,Males,17.177,15096.0
27 to 39 weeks,2020-21,Males,25.589,15587.0
27 to 39 weeks,2021-22,Males,41.827,18981.0
40 to 52 weeks,2017-18,Males,56.381,37016.0
40 to 52 weeks,2018-19,Males,60.32,34714.0
40 to 52 weeks,2019-20,Males,76.804,31299.0
40 to 52 weeks,2020-21,Males,102.445,30508.0
40 to 52 weeks,2021-22,Males,143.423,33219.0
1 to 13 weeks,2017-18,Females,18.863,2652.0
1 to 13 weeks,2018-19,Females,18.495,2803.0
1 to 13 weeks,2019-20,Females,19.646,2577.0
1 to 13 weeks,2020-21,Females,33.805,2596.0
1 to 13 weeks,2021-22,Females,52.776,2892.0
14 to 26 weeks,2017-18,Females,14.507,10775.0
14 to 26 weeks,2018-19,Females,15.493,10147.0
14 to 26 weeks,2019-20,Females,19.424,8137.0
14 to 26 weeks,2020-21,Females,27.519,9214.0
14 to 26 weeks,2021-22,Females,48.717,10580.0
27 to 39 weeks,2017-18,Females,10.315,16508.0
27 to 39 weeks,2018-19,Females,12.122,15217.0
27 to 39 weeks,2019-20,Females,16.332,12170.0
27 to 39 weeks,2020-21,Females,21.423,13733.0
27 to 39 weeks,2021-22,Females,36.554,15891.0
40 to 52 weeks,2017-18,Females,46.666,26278.0
40 to 52 weeks,2018-19,Females,52.468,25744.0
40 to 52 weeks,2019-20,Females,64.621,23653.0
40 to 52 weeks,2020-21,Females,78.677,25424.0
40 to 52 weeks,2021-22,Females,115.532,27287.0
1 to 13 weeks,2017-18,Persons,39.541,2920.0
1 to 13 weeks,2018-19,Persons,38.134,3080.0
1 to 13 weeks,2019-20,Persons,42.096,2809.0
1 to 13 weeks,2020-21,Persons,74.61,2823.0
1 to 13 weeks,2021-22,Persons,114.63,3187.0
14 to 26 weeks,2017-18,Persons,29.151,11907.0
14 to 26 weeks,2018-19,Persons,30.558,11234.0
14 to 26 weeks,2019-20,Persons,39.886,9019.0
14 to 26 weeks,2020-21,Persons,59.292,9937.0
14 to 26 weeks,2021-22,Persons,104.336,11452.0
27 to 39 weeks,2017-18,Persons,21.217,18405.0
27 to 39 weeks,2018-19,Persons,24.252,16874.0
27 to 39 weeks,2019-20,Persons,33.506,13614.0
27 to 39 weeks,2020-21,Persons,47.021,14669.0
27 to 39 weeks,2021-22,Persons,78.389,17461.0
40 to 52 weeks,2017-18,Persons,103.05,31491.0
40 to 52 weeks,2018-19,Persons,112.788,29923.0
40 to 52 weeks,2019-20,Persons,141.425,27511.0
40 to 52 weeks,2020-21,Persons,181.136,28159.0
40 to 52 weeks,2021-22,Persons,258.96,30419.0
1 to 13 weeks,2017-18,Males,415.21,3792.0
1 to 13 weeks,2018-19,Males,407.203,4012.0
1 to 13 weeks,2019-20,Males,325.124,3935.0
1 to 13 weeks,2020-21,Males,392.699,4229.0
1 to 13 weeks,2021-22,Males,489.79,4469.0
14 to 26 weeks,2017-18,Males,281.575,15575.0
14 to 26 weeks,2018-19,Males,304.457,14911.0
14 to 26 weeks,2019-20,Males,324.817,13322.0
14 to 26 weeks,2020-21,Males,319.763,15149.0
14 to 26 weeks,2021-22,Males,421.541,16257.0
27 to 39 weeks,2017-18,Males,203.275,25577.0
27 to 39 weeks,2018-19,Males,238.049,22952.0
27 to 39 weeks,2019-20,Males,256.732,18849.0
27 to 39 weeks,2020-21,Males,254.697,22576.0
27 to 39 weeks,2021-22,Males,304.481,27596.0
40 to 52 weeks,2017-18,Males,1213.57,54595.0
40 to 52 weeks,2018-19,Males,1336.374,55126.0
40 to 52 weeks,2019-20,Males,1463.124,54767.0
40 to 52 weeks,2020-21,Males,1498.072,59386.0
40 to 52 weeks,2021-22,Males,1542.461,61575.0
1 to 13 weeks,2017-18,Females,341.099,2763.0
1 to 13 weeks,2018-19,Females,353.441,2886.0
1 to 13 weeks,2019-20,Females,277.891,2879.0
1 to 13 weeks,2020-21,Females,362.302,3034.0
1 to 13 weeks,2021-22,Females,475.472,3151.0
14 to 26 weeks,2017-18,Females,253.946,10873.0
14 to 26 weeks,2018-19,Females,281.833,10643.0
14 to 26 weeks,2019-20,Females,301.545,9359.0
14 to 26 weeks,2020-21,Females,309.64,10971.0
14 to 26 weeks,2021-22,Females,422.214,11600.0
27 to 39 weeks,2017-18,Females,180.687,16900.0
27 to 39 weeks,2018-19,Females,215.819,15975.0
27 to 39 weeks,2019-20,Females,240.532,13218.0
27 to 39 weeks,2020-21,Females,243.055,17059.0
27 to 39 weeks,2021-22,Females,311.146,18901.0
40 to 52 weeks,2017-18,Females,1139.55,37888.0
40 to 52 weeks,2018-19,Females,1269.905,38374.0
40 to 52 weeks,2019-20,Females,1385.581,38284.0
40 to 52 weeks,2020-21,Females,1439.278,43567.0
40 to 52 weeks,2021-22,Females,1543.715,44242.0
1 to 13 weeks,2017-18,Persons,756.305,3269.0
1 to 13 weeks,2018-19,Persons,760.642,3427.0
1 to 13 weeks,2019-20,Persons,603.014,3387.0
1 to 13 weeks,2020-21,Persons,755.045,3597.0
1 to 13 weeks,2021-22,Persons,965.331,3751.0
14 to 26 weeks,2017-18,Persons,535.526,13116.0
14 to 26 weeks,2018-19,Persons,586.291,12645.0
14 to 26 weeks,2019-20,Persons,626.363,11216.0
14 to 26 weeks,2020-21,Persons,629.431,12848.0
14 to 26 weeks,2021-22,Persons,843.822,13718.0
27 to 39 weeks,2017-18,Persons,383.969,20911.0
27 to 39 weeks,2018-19,Persons,453.87,18999.0
27 to 39 weeks,2019-20,Persons,497.263,15684.0
27 to 39 weeks,2020-21,Persons,497.775,19479.0
27 to 39 weeks,2021-22,Persons,615.664,22648.0
40 to 52 weeks,2017-18,Persons,2353.118,45626.0
40 to 52 weeks,2018-19,Persons,2606.272,46188.0
40 to 52 weeks,2019-20,Persons,2848.704,45846.0
40 to 52 weeks,2020-21,Persons,2937.422,50805.0
40 to 52 weeks,2021-22,Persons,3086.272,52112.0
