feature,year,gender,number_of_jobs,median_income
1 to 13 weeks,2020-21,Females,2.339,4404.0
1 to 13 weeks,2021-22,Females,2.845,4496.0
14 to 26 weeks,2017-18,Females,1.599,14039.0
14 to 26 weeks,2018-19,Females,1.715,14276.0
14 to 26 weeks,2019-20,Females,1.947,14103.0
14 to 26 weeks,2020-21,Females,2.315,15952.0
14 to 26 weeks,2021-22,Females,3.052,17206.0
27 to 39 weeks,2017-18,Females,1.178,21049.0
27 to 39 weeks,2018-19,Females,1.405,23579.0
27 to 39 weeks,2019-20,Females,1.515,21166.0
27 to 39 weeks,2020-21,Females,1.757,26128.0
27 to 39 weeks,2021-22,Females,2.329,29421.0
40 to 52 weeks,2017-18,Females,9.045,56622.0
40 to 52 weeks,2018-19,Females,10.356,56606.0
40 to 52 weeks,2019-20,Females,12.337,54866.0
40 to 52 weeks,2020-21,Females,13.142,61220.0
40 to 52 weeks,2021-22,Females,14.856,60177.0
1 to 13 weeks,2017-18,Persons,3.692,4290.0
1 to 13 weeks,2018-19,Persons,3.967,5048.0
1 to 13 weeks,2019-20,Persons,3.201,5246.0
1 to 13 weeks,2020-21,Persons,4.841,5570.0
1 to 13 weeks,2021-22,Persons,6.211,5512.0
14 to 26 weeks,2017-18,Persons,3.454,16783.0
14 to 26 weeks,2018-19,Persons,3.577,17798.0
14 to 26 weeks,2019-20,Persons,4.139,16420.0
14 to 26 weeks,2020-21,Persons,4.778,18112.0
14 to 26 weeks,2021-22,Persons,6.401,20096.0
27 to 39 weeks,2017-18,Persons,2.568,27012.0
27 to 39 weeks,2018-19,Persons,2.919,28719.0
27 to 39 weeks,2019-20,Persons,3.269,25850.0
27 to 39 weeks,2020-21,Persons,3.76,29021.0
27 to 39 weeks,2021-22,Persons,4.876,33725.0
40 to 52 weeks,2017-18,Persons,20.226,64245.0
40 to 52 weeks,2018-19,Persons,22.635,64946.0
40 to 52 weeks,2019-20,Persons,26.487,62620.0
40 to 52 weeks,2020-21,Persons,28.413,68750.0
40 to 52 weeks,2021-22,Persons,31.566,67904.0
1 to 13 weeks,2017-18,Males,36.824,4626.0
1 to 13 weeks,2018-19,Males,35.171,5001.0
1 to 13 weeks,2019-20,Males,27.883,5109.0
1 to 13 weeks,2020-21,Males,42.411,4677.0
1 to 13 weeks,2021-22,Males,53.314,4849.0
14 to 26 weeks,2017-18,Males,27.752,17627.0
14 to 26 weeks,2018-19,Males,28.619,17837.0
14 to 26 weeks,2019-20,Males,30.016,16503.0
14 to 26 weeks,2020-21,Males,35.243,17304.0
14 to 26 weeks,2021-22,Males,47.618,17981.0
27 to 39 weeks,2017-18,Males,21.846,29659.0
27 to 39 weeks,2018-19,Males,23.713,29190.0
27 to 39 weeks,2019-20,Males,23.681,26368.0
27 to 39 weeks,2020-21,Males,27.468,27368.0
27 to 39 weeks,2021-22,Males,36.959,28889.0
40 to 52 weeks,2017-18,Males,153.719,53997.0
40 to 52 weeks,2018-19,Males,166.097,55808.0
40 to 52 weeks,2019-20,Males,179.681,56324.0
40 to 52 weeks,2020-21,Males,192.85,59007.0
40 to 52 weeks,2021-22,Males,208.785,59998.0
1 to 13 weeks,2017-18,Females,48.843,3033.0
1 to 13 weeks,2018-19,Females,50.409,3235.0
1 to 13 weeks,2019-20,Females,37.646,3379.0
1 to 13 weeks,2020-21,Females,65.968,3263.0
1 to 13 weeks,2021-22,Females,90.696,3309.0
14 to 26 weeks,2017-18,Females,41.584,11446.0
14 to 26 weeks,2018-19,Females,44.272,11827.0
14 to 26 weeks,2019-20,Females,46.998,11072.0
14 to 26 weeks,2020-21,Females,57.863,11968.0
14 to 26 weeks,2021-22,Females,84.009,12327.0
27 to 39 weeks,2017-18,Females,32.555,18898.0
27 to 39 weeks,2018-19,Females,36.319,19094.0
27 to 39 weeks,2019-20,Females,38.007,16808.0
27 to 39 weeks,2020-21,Females,45.315,19598.0
27 to 39 weeks,2021-22,Females,66.491,19647.0
40 to 52 weeks,2017-18,Females,246.79,36589.0
40 to 52 weeks,2018-19,Females,272.866,37967.0
40 to 52 weeks,2019-20,Females,295.58,38979.0
40 to 52 weeks,2020-21,Females,325.298,42133.0
40 to 52 weeks,2021-22,Females,363.891,41663.0
1 to 13 weeks,2017-18,Persons,85.671,3633.0
1 to 13 weeks,2018-19,Persons,85.579,3848.0
1 to 13 weeks,2019-20,Persons,65.533,4042.0
1 to 13 weeks,2020-21,Persons,108.384,3751.0
1 to 13 weeks,2021-22,Persons,144.019,3799.0
14 to 26 weeks,2017-18,Persons,69.34,13712.0
14 to 26 weeks,2018-19,Persons,72.892,13946.0
14 to 26 weeks,2019-20,Persons,77.021,12940.0
14 to 26 weeks,2020-21,Persons,93.112,13671.0
14 to 26 weeks,2021-22,Persons,131.632,14128.0
27 to 39 weeks,2017-18,Persons,54.395,22762.0
27 to 39 weeks,2018-19,Persons,60.039,22542.0
27 to 39 weeks,2019-20,Persons,61.688,19768.0
27 to 39 weeks,2020-21,Persons,72.789,22031.0
27 to 39 weeks,2021-22,Persons,103.455,22322.0
40 to 52 weeks,2017-18,Persons,400.511,42391.0
40 to 52 weeks,2018-19,Persons,438.965,43886.0
40 to 52 weeks,2019-20,Persons,475.264,44676.0
40 to 52 weeks,2020-21,Persons,518.165,47562.0
40 to 52 weeks,2021-22,Persons,572.687,47462.0
1 to 13 weeks,2017-18,Males,13.597,4913.0
1 to 13 weeks,2018-19,Males,12.827,5285.0
1 to 13 weeks,2019-20,Males,10.047,5479.0
1 to 13 weeks,2020-21,Males,14.738,4946.0
1 to 13 weeks,2021-22,Males,17.38,4997.0
14 to 26 weeks,2017-18,Males,10.11,18434.0
14 to 26 weeks,2018-19,Males,10.246,18362.0
14 to 26 weeks,2019-20,Males,10.687,17518.0
14 to 26 weeks,2020-21,Males,11.778,17865.0
14 to 26 weeks,2021-22,Males,15.999,17794.0
27 to 39 weeks,2017-18,Males,8.04,31201.0
27 to 39 weeks,2018-19,Males,8.54,31126.0
27 to 39 weeks,2019-20,Males,8.265,28227.0
27 to 39 weeks,2020-21,Males,9.32,28393.0
27 to 39 weeks,2021-22,Males,12.687,29324.0
40 to 52 weeks,2017-18,Males,59.854,53822.0
40 to 52 weeks,2018-19,Males,64.014,56276.0
40 to 52 weeks,2019-20,Males,67.972,56757.0
40 to 52 weeks,2020-21,Males,73.475,59359.0
40 to 52 weeks,2021-22,Males,78.166,59594.0
1 to 13 weeks,2017-18,Females,17.499,3374.0
1 to 13 weeks,2018-19,Females,17.822,3504.0
1 to 13 weeks,2019-20,Females,12.944,3764.0
1 to 13 weeks,2020-21,Females,21.79,3574.0
1 to 13 weeks,2021-22,Females,28.228,3589.0
14 to 26 weeks,2017-18,Females,14.738,12839.0
14 to 26 weeks,2018-19,Females,15.319,12795.0
14 to 26 weeks,2019-20,Females,15.911,12179.0
14 to 26 weeks,2020-21,Females,18.622,12877.0
14 to 26 weeks,2021-22,Females,26.953,12905.0
27 to 39 weeks,2017-18,Females,11.774,20905.0
27 to 39 weeks,2018-19,Females,12.689,21084.0
27 to 39 weeks,2019-20,Females,12.796,18587.0
27 to 39 weeks,2020-21,Females,14.628,20885.0
27 to 39 weeks,2021-22,Females,21.969,20419.0
40 to 52 weeks,2017-18,Females,90.167,38210.0
40 to 52 weeks,2018-19,Females,99.257,39726.0
40 to 52 weeks,2019-20,Females,103.596,40351.0
40 to 52 weeks,2020-21,Females,116.95,44068.0
40 to 52 weeks,2021-22,Females,127.106,43346.0
1 to 13 weeks,2017-18,Persons,31.093,3993.0
1 to 13 weeks,2018-19,Persons,30.646,4162.0
1 to 13 weeks,2019-20,Persons,22.99,4490.0
1 to 13 weeks,2020-21,Persons,36.534,4062.0
1 to 13 weeks,2021-22,Persons,45.61,4093.0
14 to 26 weeks,2017-18,Persons,24.845,14886.0
14 to 26 weeks,2018-19,Persons,25.564,14886.0
14 to 26 weeks,2019-20,Persons,26.595,14011.0
14 to 26 weeks,2020-21,Persons,30.403,14529.0
14 to 26 weeks,2021-22,Persons,42.95,14535.0
27 to 39 weeks,2017-18,Persons,19.809,24574.0
27 to 39 weeks,2018-19,Persons,21.231,24573.0
27 to 39 weeks,2019-20,Persons,21.06,21742.0
27 to 39 weeks,2020-21,Persons,23.948,23341.0
27 to 39 weeks,2021-22,Persons,34.662,23176.0
40 to 52 weeks,2017-18,Persons,150.025,43678.0
40 to 52 weeks,2018-19,Persons,163.271,45437.0
40 to 52 weeks,2019-20,Persons,171.563,46050.0
40 to 52 weeks,2020-21,Persons,190.429,49357.0
40 to 52 weeks,2021-22,Persons,205.277,48768.0
1 to 13 weeks,2017-18,Males,9.977,4507.0
1 to 13 weeks,2018-19,Males,9.464,4927.0
1 to 13 weeks,2019-20,Males,7.555,4803.0
1 to 13 weeks,2020-21,Males,11.321,4428.0
1 to 13 weeks,2021-22,Males,15.246,4613.0
14 to 26 weeks,2017-18,Males,7.749,17276.0
14 to 26 weeks,2018-19,Males,7.845,17595.0
14 to 26 weeks,2019-20,Males,8.567,15805.0
14 to 26 weeks,2020-21,Males,9.824,16801.0
14 to 26 weeks,2021-22,Males,13.932,17524.0
27 to 39 weeks,2017-18,Males,6.143,29246.0
27 to 39 weeks,2018-19,Males,6.772,28298.0
27 to 39 weeks,2019-20,Males,6.924,25083.0
27 to 39 weeks,2020-21,Males,7.597,26741.0
27 to 39 weeks,2021-22,Males,11.015,27710.0
40 to 52 weeks,2017-18,Males,42.844,52441.0
40 to 52 weeks,2018-19,Males,46.791,54616.0
40 to 52 weeks,2019-20,Males,51.048,55033.0
40 to 52 weeks,2020-21,Males,54.129,57402.0
40 to 52 weeks,2021-22,Males,59.264,58429.0
1 to 13 weeks,2017-18,Females,12.869,3105.0
1 to 13 weeks,2018-19,Females,13.453,3275.0
1 to 13 weeks,2019-20,Females,10.042,3523.0
1 to 13 weeks,2020-21,Females,17.007,3279.0
1 to 13 weeks,2021-22,Females,25.904,3365.0
14 to 26 weeks,2017-18,Females,11.124,11333.0
14 to 26 weeks,2018-19,Females,12.083,11912.0
14 to 26 weeks,2019-20,Females,13.411,10958.0
14 to 26 weeks,2020-21,Females,15.747,11893.0
14 to 26 weeks,2021-22,Females,24.18,12107.0
27 to 39 weeks,2017-18,Females,8.698,18949.0
27 to 39 weeks,2018-19,Females,10.133,18320.0
27 to 39 weeks,2019-20,Females,10.88,16044.0
27 to 39 weeks,2020-21,Females,11.808,19384.0
27 to 39 weeks,2021-22,Females,19.326,18767.0
40 to 52 weeks,2017-18,Females,66.44,35576.0
40 to 52 weeks,2018-19,Females,74.496,37171.0
40 to 52 weeks,2019-20,Females,82.538,38584.0
40 to 52 weeks,2020-21,Females,88.259,41585.0
40 to 52 weeks,2021-22,Females,100.597,40998.0
1 to 13 weeks,2017-18,Persons,22.844,3638.0
1 to 13 weeks,2018-19,Persons,22.912,3833.0
1 to 13 weeks,2019-20,Persons,17.595,4061.0
1 to 13 weeks,2020-21,Persons,28.325,3710.0
1 to 13 weeks,2021-22,Persons,41.15,3771.0
14 to 26 weeks,2017-18,Persons,18.874,13703.0
14 to 26 weeks,2018-19,Persons,19.931,13889.0
14 to 26 weeks,2019-20,Persons,21.979,12746.0
14 to 26 weeks,2020-21,Persons,25.567,13633.0
14 to 26 weeks,2021-22,Persons,38.112,13907.0
27 to 39 weeks,2017-18,Persons,14.838,23043.0
27 to 39 weeks,2018-19,Persons,16.903,21994.0
27 to 39 weeks,2019-20,Persons,17.798,19011.0
27 to 39 weeks,2020-21,Persons,19.402,22151.0
27 to 39 weeks,2021-22,Persons,30.339,21332.0
40 to 52 weeks,2017-18,Persons,109.286,41473.0
40 to 52 weeks,2018-19,Persons,121.289,43201.0
40 to 52 weeks,2019-20,Persons,133.588,44287.0
40 to 52 weeks,2020-21,Persons,142.387,46886.0
40 to 52 weeks,2021-22,Persons,159.87,46688.0
1 to 13 weeks,2017-18,Males,5.983,4339.0
1 to 13 weeks,2018-19,Males,5.735,4547.0
1 to 13 weeks,2019-20,Males,4.612,4843.0
1 to 13 weeks,2020-21,Males,7.507,4253.0
1 to 13 weeks,2021-22,Males,9.682,4572.0
14 to 26 weeks,2017-18,Males,4.407,17091.0
14 to 26 weeks,2018-19,Males,4.615,17848.0
14 to 26 weeks,2019-20,Males,4.767,15707.0
14 to 26 weeks,2020-21,Males,5.988,16449.0
14 to 26 weeks,2021-22,Males,7.886,17631.0
27 to 39 weeks,2017-18,Males,3.322,29512.0
27 to 39 weeks,2018-19,Males,3.673,28491.0
27 to 39 weeks,2019-20,Males,3.588,26639.0
27 to 39 weeks,2020-21,Males,4.461,26271.0
27 to 39 weeks,2021-22,Males,5.773,29458.0
40 to 52 weeks,2017-18,Males,22.174,55792.0
40 to 52 weeks,2018-19,Males,24.057,56613.0
40 to 52 weeks,2019-20,Males,26.412,56999.0
40 to 52 weeks,2020-21,Males,28.645,59965.0
40 to 52 weeks,2021-22,Males,31.564,61549.0
1 to 13 weeks,2017-18,Females,8.444,2638.0
1 to 13 weeks,2018-19,Females,8.939,2904.0
1 to 13 weeks,2019-20,Females,7.018,2962.0
1 to 13 weeks,2020-21,Females,12.817,2959.0
1 to 13 weeks,2021-22,Females,17.314,2909.0
14 to 26 weeks,2017-18,Females,7.027,10426.0
14 to 26 weeks,2018-19,Females,7.765,11301.0
14 to 26 weeks,2019-20,Females,7.986,10277.0
14 to 26 weeks,2020-21,Females,10.713,11442.0
14 to 26 weeks,2021-22,Females,14.839,12259.0
27 to 39 weeks,2017-18,Females,5.264,17785.0
27 to 39 weeks,2018-19,Females,5.933,19003.0
27 to 39 weeks,2019-20,Females,6.317,16905.0
27 to 39 weeks,2020-21,Females,8.476,19307.0
27 to 39 weeks,2021-22,Females,11.256,20217.0
40 to 52 weeks,2017-18,Females,39.155,36372.0
40 to 52 weeks,2018-19,Females,43.315,37398.0
40 to 52 weeks,2019-20,Females,47.919,38547.0
40 to 52 weeks,2020-21,Females,53.095,41258.0
40 to 52 weeks,2021-22,Females,60.217,41730.0
1 to 13 weeks,2017-18,Persons,14.425,3192.0
1 to 13 weeks,2018-19,Persons,14.674,3400.0
1 to 13 weeks,2019-20,Persons,11.635,3579.0
1 to 13 weeks,2020-21,Persons,20.322,3340.0
1 to 13 weeks,2021-22,Persons,27.003,3410.0
14 to 26 weeks,2017-18,Persons,11.436,12619.0
14 to 26 weeks,2018-19,Persons,12.374,13309.0
14 to 26 weeks,2019-20,Persons,12.754,11964.0
14 to 26 weeks,2020-21,Persons,16.703,12873.0
14 to 26 weeks,2021-22,Persons,22.735,13876.0
27 to 39 weeks,2017-18,Persons,8.591,21637.0
27 to 39 weeks,2018-19,Persons,9.607,21850.0
27 to 39 weeks,2019-20,Persons,9.904,19437.0
27 to 39 weeks,2020-21,Persons,12.934,21226.0
27 to 39 weeks,2021-22,Persons,17.027,22706.0
40 to 52 weeks,2017-18,Persons,61.332,42180.0
40 to 52 weeks,2018-19,Persons,67.377,43190.0
40 to 52 weeks,2019-20,Persons,74.327,44053.0
40 to 52 weeks,2020-21,Persons,81.742,46650.0
40 to 52 weeks,2021-22,Persons,91.78,47405.0
1 to 13 weeks,2017-18,Males,1.545,3905.0
1 to 13 weeks,2018-19,Males,1.588,4526.0
1 to 13 weeks,2019-20,Males,1.259,4519.0
1 to 13 weeks,2020-21,Males,1.907,3710.0
1 to 13 weeks,2021-22,Males,2.487,4106.0
14 to 26 weeks,2017-18,Males,1.248,15106.0
14 to 26 weeks,2018-19,Males,1.376,15576.0
14 to 26 weeks,2019-20,Males,1.351,13834.0
14 to 26 weeks,2020-21,Males,1.658,14905.0
14 to 26 weeks,2021-22,Males,2.155,16674.0
27 to 39 weeks,2017-18,Males,0.924,23878.0
27 to 39 weeks,2018-19,Males,1.026,25398.0
27 to 39 weeks,2019-20,Males,1.065,23150.0
27 to 39 weeks,2020-21,Males,1.3,25940.0
27 to 39 weeks,2021-22,Males,1.73,25119.0
40 to 52 weeks,2017-18,Males,6.558,50197.0
40 to 52 weeks,2018-19,Males,7.046,51226.0
40 to 52 weeks,2019-20,Males,7.832,51897.0
40 to 52 weeks,2020-21,Males,8.366,55102.0
40 to 52 weeks,2021-22,Males,9.269,56117.0
1 to 13 weeks,2017-18,Females,2.099,2643.0
1 to 13 weeks,2018-19,Females,2.186,3237.0
1 to 13 weeks,2019-20,Females,1.509,3063.0
1 to 13 weeks,2020-21,Females,2.848,3049.0
1 to 13 weeks,2021-22,Females,3.884,2944.0
14 to 26 weeks,2017-18,Females,2.002,9643.0
14 to 26 weeks,2018-19,Females,1.89,9304.0
14 to 26 weeks,2019-20,Females,2.07,9107.0
14 to 26 weeks,2020-21,Females,2.683,10609.0
14 to 26 weeks,2021-22,Females,3.857,11234.0
27 to 39 weeks,2017-18,Females,1.492,16800.0
27 to 39 weeks,2018-19,Females,1.556,16810.0
27 to 39 weeks,2019-20,Females,1.662,13774.0
27 to 39 weeks,2020-21,Females,2.152,18510.0
27 to 39 weeks,2021-22,Females,2.952,18594.0
40 to 52 weeks,2017-18,Females,10.992,33760.0
40 to 52 weeks,2018-19,Females,12.265,34998.0
40 to 52 weeks,2019-20,Females,13.676,36220.0
40 to 52 weeks,2020-21,Females,14.842,39596.0
40 to 52 weeks,2021-22,Females,16.873,38917.0
1 to 13 weeks,2017-18,Persons,3.648,3119.0
1 to 13 weeks,2018-19,Persons,3.777,3777.0
1 to 13 weeks,2019-20,Persons,2.776,3511.0
1 to 13 weeks,2020-21,Persons,4.752,3305.0
1 to 13 weeks,2021-22,Persons,6.374,3346.0
14 to 26 weeks,2017-18,Persons,3.25,11711.0
14 to 26 weeks,2018-19,Persons,3.264,11622.0
14 to 26 weeks,2019-20,Persons,3.422,10861.0
14 to 26 weeks,2020-21,Persons,4.346,12099.0
14 to 26 weeks,2021-22,Persons,6.014,13267.0
27 to 39 weeks,2017-18,Persons,2.419,19320.0
27 to 39 weeks,2018-19,Persons,2.577,19606.0
27 to 39 weeks,2019-20,Persons,2.725,16436.0
27 to 39 weeks,2020-21,Persons,3.46,20651.0
27 to 39 weeks,2021-22,Persons,4.68,20635.0
40 to 52 weeks,2017-18,Persons,17.545,39354.0
40 to 52 weeks,2018-19,Persons,19.308,40303.0
40 to 52 weeks,2019-20,Persons,21.51,41097.0
40 to 52 weeks,2020-21,Persons,23.212,44337.0
40 to 52 weeks,2021-22,Persons,26.142,44404.0
1 to 13 weeks,2017-18,Males,4.514,4972.0
1 to 13 weeks,2018-19,Males,4.307,5377.0
1 to 13 weeks,2019-20,Males,3.521,5646.0
1 to 13 weeks,2020-21,Males,5.515,5678.0
1 to 13 weeks,2021-22,Males,6.845,5951.0
14 to 26 weeks,2017-18,Males,3.229,18455.0
14 to 26 weeks,2018-19,Males,3.474,18482.0
14 to 26 weeks,2019-20,Males,3.561,18077.0
14 to 26 weeks,2020-21,Males,4.648,19602.0
14 to 26 weeks,2021-22,Males,6.077,20635.0
27 to 39 weeks,2017-18,Males,2.624,30479.0
27 to 39 weeks,2018-19,Males,2.857,30011.0
27 to 39 weeks,2019-20,Males,2.937,26289.0
27 to 39 weeks,2020-21,Males,3.772,29299.0
27 to 39 weeks,2021-22,Males,4.618,32523.0
40 to 52 weeks,2017-18,Males,16.682,58370.0
40 to 52 weeks,2018-19,Males,18.117,59021.0
40 to 52 weeks,2019-20,Males,19.941,59350.0
40 to 52 weeks,2020-21,Males,21.537,62166.0
40 to 52 weeks,2021-22,Males,23.179,65624.0
1 to 13 weeks,2017-18,Females,5.712,2841.0
1 to 13 weeks,2018-19,Females,5.775,2911.0
1 to 13 weeks,2019-20,Females,4.51,2961.0
1 to 13 weeks,2020-21,Females,8.681,3000.0
1 to 13 weeks,2021-22,Females,11.818,3269.0
14 to 26 weeks,2017-18,Females,4.729,10202.0
14 to 26 weeks,2018-19,Females,5.211,10663.0
14 to 26 weeks,2019-20,Females,5.549,10004.0
14 to 26 weeks,2020-21,Females,7.585,11007.0
14 to 26 weeks,2021-22,Females,10.741,11755.0
27 to 39 weeks,2017-18,Females,3.838,16212.0
27 to 39 weeks,2018-19,Females,4.36,16786.0
27 to 39 weeks,2019-20,Females,4.666,15001.0
27 to 39 weeks,2020-21,Females,6.332,17305.0
27 to 39 weeks,2021-22,Females,8.478,18740.0
40 to 52 weeks,2017-18,Females,29.074,34800.0
40 to 52 weeks,2018-19,Females,31.572,36199.0
40 to 52 weeks,2019-20,Females,34.957,37000.0
40 to 52 weeks,2020-21,Females,38.412,39322.0
40 to 52 weeks,2021-22,Females,44.08,38671.0
1 to 13 weeks,2017-18,Persons,10.22,3599.0
1 to 13 weeks,2018-19,Persons,10.086,3785.0
1 to 13 weeks,2019-20,Persons,8.033,3897.0
1 to 13 weeks,2020-21,Persons,14.193,3778.0
1 to 13 weeks,2021-22,Persons,18.661,4059.0
14 to 26 weeks,2017-18,Persons,7.954,12871.0
14 to 26 weeks,2018-19,Persons,8.689,13368.0
14 to 26 weeks,2019-20,Persons,9.114,12401.0
14 to 26 weeks,2020-21,Persons,12.233,13610.0
14 to 26 weeks,2021-22,Persons,16.816,14236.0
27 to 39 weeks,2017-18,Persons,6.46,21011.0
27 to 39 weeks,2018-19,Persons,7.214,20303.0
27 to 39 weeks,2019-20,Persons,7.599,18206.0
27 to 39 weeks,2020-21,Persons,10.108,20238.0
27 to 39 weeks,2021-22,Persons,13.095,22254.0
40 to 52 weeks,2017-18,Persons,45.758,41855.0
40 to 52 weeks,2018-19,Persons,49.688,42998.0
40 to 52 weeks,2019-20,Persons,54.903,43401.0
40 to 52 weeks,2020-21,Persons,59.952,45681.0
40 to 52 weeks,2021-22,Persons,67.263,46015.0
1 to 13 weeks,2017-18,Males,0.273,3690.0
1 to 13 weeks,2018-19,Males,0.297,2953.0
1 to 13 weeks,2019-20,Males,0.199,3356.0
1 to 13 weeks,2020-21,Males,0.314,3791.0
1 to 13 weeks,2021-22,Males,0.407,4274.0
14 to 26 weeks,2017-18,Males,0.207,14983.0
14 to 26 weeks,2018-19,Males,0.25,15278.0
14 to 26 weeks,2019-20,Males,0.235,15659.0
14 to 26 weeks,2020-21,Males,0.356,14128.0
14 to 26 weeks,2021-22,Males,0.37,14776.0
27 to 39 weeks,2017-18,Males,0.205,19604.0
27 to 39 weeks,2018-19,Males,0.204,25305.0
27 to 39 weeks,2019-20,Males,0.199,22834.0
27 to 39 weeks,2020-21,Males,0.258,24329.0
27 to 39 weeks,2021-22,Males,0.28,24777.0
40 to 52 weeks,2017-18,Males,1.346,50875.0
40 to 52 weeks,2018-19,Males,1.416,53722.0
40 to 52 weeks,2019-20,Males,1.561,54482.0
40 to 52 weeks,2020-21,Males,1.642,56228.0
40 to 52 weeks,2021-22,Males,1.847,58436.0
1 to 13 weeks,2017-18,Females,0.391,2277.0
1 to 13 weeks,2018-19,Females,0.413,2296.0
1 to 13 weeks,2019-20,Females,0.288,2575.0
1 to 13 weeks,2020-21,Females,0.536,2627.0
1 to 13 weeks,2021-22,Females,0.711,2453.0
14 to 26 weeks,2017-18,Females,0.37,9024.0
14 to 26 weeks,2018-19,Females,0.372,10411.0
14 to 26 weeks,2019-20,Females,0.389,7934.0
14 to 26 weeks,2020-21,Females,0.563,8912.0
14 to 26 weeks,2021-22,Females,0.734,10126.0
27 to 39 weeks,2017-18,Females,0.306,13682.0
27 to 39 weeks,2018-19,Females,0.352,12774.0
27 to 39 weeks,2019-20,Females,0.36,10813.0
27 to 39 weeks,2020-21,Females,0.418,14765.0
27 to 39 weeks,2021-22,Females,0.548,16013.0
40 to 52 weeks,2017-18,Females,2.17,29056.0
40 to 52 weeks,2018-19,Females,2.325,31228.0
40 to 52 weeks,2019-20,Females,2.547,32235.0
40 to 52 weeks,2020-21,Females,2.761,36671.0
40 to 52 weeks,2021-22,Females,3.125,37535.0
1 to 13 weeks,2017-18,Persons,0.662,2758.0
1 to 13 weeks,2018-19,Persons,0.706,2494.0
1 to 13 weeks,2019-20,Persons,0.489,2741.0
1 to 13 weeks,2020-21,Persons,0.85,2894.0
1 to 13 weeks,2021-22,Persons,1.117,2954.0
14 to 26 weeks,2017-18,Persons,0.578,10394.0
14 to 26 weeks,2018-19,Persons,0.621,12525.0
14 to 26 weeks,2019-20,Persons,0.625,10679.0
14 to 26 weeks,2020-21,Persons,0.921,10579.0
14 to 26 weeks,2021-22,Persons,1.096,11321.0
27 to 39 weeks,2017-18,Persons,0.506,15338.0
27 to 39 weeks,2018-19,Persons,0.551,16922.0
27 to 39 weeks,2019-20,Persons,0.555,14517.0
27 to 39 weeks,2020-21,Persons,0.68,17333.0
27 to 39 weeks,2021-22,Persons,0.832,18195.0
40 to 52 weeks,2017-18,Persons,3.514,35977.0
40 to 52 weeks,2018-19,Persons,3.743,38381.0
40 to 52 weeks,2019-20,Persons,4.109,39025.0
40 to 52 weeks,2020-21,Persons,4.4,43062.0
40 to 52 weeks,2021-22,Persons,4.974,44955.0
1 to 13 weeks,2017-18,Males,0.355,4118.0
1 to 13 weeks,2018-19,Males,0.317,4277.0
1 to 13 weeks,2019-20,Males,0.235,3967.0
1 to 13 weeks,2020-21,Males,0.423,4099.0
1 to 13 weeks,2021-22,Males,0.525,3539.0
14 to 26 weeks,2017-18,Males,0.263,17462.0
14 to 26 weeks,2018-19,Males,0.281,15869.0
14 to 26 weeks,2019-20,Males,0.298,14347.0
14 to 26 weeks,2020-21,Males,0.335,17197.0
14 to 26 weeks,2021-22,Males,0.46,17120.0
27 to 39 weeks,2017-18,Males,0.191,25510.0
27 to 39 weeks,2018-19,Males,0.221,20962.0
27 to 39 weeks,2019-20,Males,0.239,27139.0
27 to 39 weeks,2020-21,Males,0.257,29019.0
27 to 39 weeks,2021-22,Males,0.313,23322.0
40 to 52 weeks,2017-18,Males,1.34,55388.0
40 to 52 weeks,2018-19,Males,1.431,54714.0
40 to 52 weeks,2019-20,Males,1.465,56045.0
40 to 52 weeks,2020-21,Males,1.486,60536.0
40 to 52 weeks,2021-22,Males,1.66,61389.0
1 to 13 weeks,2017-18,Females,0.754,2398.0
1 to 13 weeks,2018-19,Females,0.626,3678.0
1 to 13 weeks,2019-20,Females,0.44,2848.0
1 to 13 weeks,2020-21,Females,0.93,2799.0
1 to 13 weeks,2021-22,Females,1.166,3128.0
14 to 26 weeks,2017-18,Females,0.625,11382.0
14 to 26 weeks,2018-19,Females,0.6,11632.0
14 to 26 weeks,2019-20,Females,0.54,10655.0
14 to 26 weeks,2020-21,Females,0.705,11312.0
14 to 26 weeks,2021-22,Females,1.01,12533.0
27 to 39 weeks,2017-18,Females,0.425,16943.0
27 to 39 weeks,2018-19,Females,0.453,20072.0
27 to 39 weeks,2019-20,Females,0.457,17279.0
27 to 39 weeks,2020-21,Females,0.53,21508.0
27 to 39 weeks,2021-22,Females,0.73,21342.0
40 to 52 weeks,2017-18,Females,3.174,39554.0
40 to 52 weeks,2018-19,Females,3.367,39998.0
40 to 52 weeks,2019-20,Females,3.606,41611.0
40 to 52 weeks,2020-21,Females,3.676,44706.0
40 to 52 weeks,2021-22,Females,3.852,47022.0
1 to 13 weeks,2017-18,Persons,1.11,2841.0
1 to 13 weeks,2018-19,Persons,0.94,3868.0
1 to 13 weeks,2019-20,Persons,0.672,3191.0
1 to 13 weeks,2020-21,Persons,1.352,3076.0
1 to 13 weeks,2021-22,Persons,1.697,3196.0
14 to 26 weeks,2017-18,Persons,0.884,12868.0
14 to 26 weeks,2018-19,Persons,0.881,12776.0
14 to 26 weeks,2019-20,Persons,0.843,11874.0
14 to 26 weeks,2020-21,Persons,1.036,12800.0
14 to 26 weeks,2021-22,Persons,1.469,13864.0
27 to 39 weeks,2017-18,Persons,0.62,19438.0
27 to 39 weeks,2018-19,Persons,0.673,20220.0
27 to 39 weeks,2019-20,Persons,0.698,19148.0
27 to 39 weeks,2020-21,Persons,0.789,23879.0
